Name,Roll Number,Batch,Program,Course ID 1,Course 1,Course ID 2,Course 2,Customised Course ID,Customised Course
Maryam Mir,CT-25279193,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-542,Information Security Management,CT-493,Data Structure and Algorithm Design
Usman Ahmed,CT-24279194,2024,MS in Information Security,CT-542,Information Security Management,CT-509,Distributed Systems,CT-493,Data Structure and Algorithm Design
Fatima Ahmed,CT-24279195,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-534,Software Quality Assurance,,
Amna Khan,CT-24279196,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-530,Data Mining,CT-495,Fundamentals of Remote Sensing and GIS
Dua Butt,CT-24279197,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Maryam Raza,CT-25279198,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Ayesha Butt,CT-24279199,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-575,Cryptography,,
Hamza Siddiqui,CT-24279200,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5011,GIS for Emergency Management,,
Ali Ahmed,CT-25279201,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-494,Introduction to Databases
Hassan Shah,CT-24279202,2024,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-516,Multimedia Communications,CT-494,Introduction to Databases
Ali Shah,CT-24279203,2024,MS in Data Science,CT-530,Data Mining,CT-559,Artificial Neural Networks,,
Bilal Siddiqui,CT-25279204,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Sara Butt,CT-25279205,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5007,Web GIS,CT-494,Introduction to Databases
Fatima Butt,CT-24279206,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-511,Information System Development Methodologies,,
Hamza Shah,CT-24279207,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5007,Web GIS,,
Ali Mir,CT-24279208,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-551,Fault Tolerance and Reliability,CT-494,Introduction to Databases
Hassan Mir,CT-24279209,2024,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-511,Information System Development Methodologies,CT-491,Operating System
Hamza Siddiqui,CT-24279210,2024,MS in Information Security,CT-542,Information Security Management,CT-507,Wireless and Mobile Communication Networks,CT-494,Introduction to Databases
Zohaib Khan,CT-25279211,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Fatima Butt,CT-24279212,2024,MS in Data Science,CT-524,Knowledge Based System,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Maryam Siddiqui,CT-25279213,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Ali Khan,CT-24279214,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5005,Spatial Decision Support Systems,,
Dua Mir,CT-25279215,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-544,Cyber Crimes and Security,,
Ayesha Ahmed,CT-24279216,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-524,Knowledge Based System,,
Usman Ahmed,CT-25279217,2025,MS in Data Science,CT-562,Machine Learning,CT-527,Image processing & Computer Vision,CT-492,Object Oriented Programming
Ali Ahmed,CT-25279218,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Ali Khan,CT-25279219,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-581,Statistics & Probability for Data Science,,
Bilal Siddiqui,CT-25279220,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-523,Fuzzy Control & Neural Networks,,
Maryam Mir,CT-25279221,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5004,Advanced Programming in GIS,CT-494,Introduction to Databases
Dua Siddiqui,CT-25279222,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-527,Image processing & Computer Vision,CT-495,Fundamentals of Remote Sensing and GIS
Ali Khan,CT-24279223,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-562,Machine Learning,,
Maryam Ahmed,CT-24279224,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-511,Information System Development Methodologies,,
Amna Shah,CT-24279225,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hassan Siddiqui,CT-25279226,2025,MS in Information Security,CT-554,Ethical Hacking,CT-552,Quantum Cryptography,CT-494,Introduction to Databases
Ayesha Butt,CT-24279227,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Amna Butt,CT-25279228,2025,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-581,Statistics & Probability for Data Science,,
Amna Siddiqui,CT-25279229,2025,MS in Information Security,CT-541,Network Security,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Hassan Khan,CT-25279230,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-577,Advanced Theory of Automata,CT-491,Operating System
Zohaib Mir,CT-25279231,2025,MS in Information Security,CT-543,Database Security,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Dua Butt,CT-25279232,2025,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Zain Ahmed,CT-24279233,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5007,Web GIS,CT-494,Introduction to Databases
Zohaib Khan,CT-25279234,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,CT-495,Fundamentals of Remote Sensing and GIS
Zohaib Shah,CT-24279235,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-494,Introduction to Databases
Ayesha Butt,CT-24279236,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-512,Principles of Marketing,CT-491,Operating System
Maryam Shah,CT-24279237,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5011,GIS for Emergency Management,,
Amna Siddiqui,CT-24279238,2024,MS in Information Security,CT-552,Quantum Cryptography,CT-554,Ethical Hacking,,
Hamza Raza,CT-25279239,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5011,GIS for Emergency Management,CT-495,Fundamentals of Remote Sensing and GIS
Hassan Butt,CT-25279240,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Maryam Shah,CT-25279241,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-506,Advanced Analysis of Algorithms,CT-491,Operating System
Amna Khan,CT-24279242,2024,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-534,Software Quality Assurance,,
Hussain Mir,CT-24279243,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-513,Quality Information System,CT-494,Introduction to Databases
Ali Shah,CT-25279244,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Fatima Raza,CT-25279245,2025,MS in Data Science,CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,,
Maryam Raza,CT-24279246,2024,MS in Information Security,CT-542,Information Security Management,CT-507,Wireless and Mobile Communication Networks,,
Ayesha Raza,CT-24279247,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,CT-494,Introduction to Databases
Ali Khan,CT-24279248,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Dua Siddiqui,CT-24279249,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Hassan Ahmed,CT-25279250,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Ayesha Butt,CT-25279251,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-527,Image processing & Computer Vision,,
Zain Shah,CT-24279252,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5005,Spatial Decision Support Systems,CT-495,Fundamentals of Remote Sensing and GIS
Hassan Khan,CT-24279253,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-494,Introduction to Databases
Usman Shah,CT-24279254,2024,MS in Information Security,CT-509,Distributed Systems,CT-554,Ethical Hacking,CT-493,Data Structure and Algorithm Design
Maryam Ahmed,CT-24279255,2024,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-506,Advanced Analysis of Algorithms,,
Fatima Shah,CT-24279256,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-507,Wireless and Mobile Communication Networks,CT-494,Introduction to Databases
Ali Ahmed,CT-24279257,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Mubashir Ahmed,CT-25279258,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-581,Statistics & Probability for Data Science,,
Hamza Siddiqui,CT-25279259,2025,MS in Information Security,CT-575,Cryptography,CT-509,Distributed Systems,,
Ahmed Raza,CT-24279260,2024,MS in Information Security,CT-554,Ethical Hacking,CT-575,Cryptography,CT-494,Introduction to Databases
Ayesha Mir,CT-25279261,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5011,GIS for Emergency Management,,
Maryam Ahmed,CT-25279262,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,,
Ali Raza,CT-24279263,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-551,Fault Tolerance and Reliability,,
Maryam Siddiqui,CT-25279264,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5004,Advanced Programming in GIS,CT-495,Fundamentals of Remote Sensing and GIS
Fatima Shah,CT-25279265,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-516,Multimedia Communications,CT-494,Introduction to Databases
Usman Raza,CT-24279266,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Hamza Ahmed,CT-24279267,2024,MS in Information Security,CT-552,Quantum Cryptography,CT-575,Cryptography,,
Usman Mir,CT-24279268,2024,MS in Information Security,CT-575,Cryptography,CT-541,Network Security,CT-493,Data Structure and Algorithm Design
Zain Ahmed,CT-24279269,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,,
Ali Mir,CT-24279270,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-577,Advanced Theory of Automata,CT-491,Operating System
Zain Ahmed,CT-25279271,2025,MS in Information Security,CT-509,Distributed Systems,CT-555,Cloud Security,CT-494,Introduction to Databases
Ali Khan,CT-25279272,2025,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Zohaib Butt,CT-25279273,2025,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,CT-495,Fundamentals of Remote Sensing and GIS
Ahmed Siddiqui,CT-25279274,2025,MS in Information Security,CT-541,Network Security,CT-575,Cryptography,CT-493,Data Structure and Algorithm Design
Usman Raza,CT-24279275,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-527,Image processing & Computer Vision,,
Ahmed Khan,CT-24279276,2024,MS in Data Science,CT-524,Knowledge Based System,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Ali Ahmed,CT-25279277,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-524,Knowledge Based System,CT-493,Data Structure and Algorithm Design
Ayesha Mir,CT-24279278,2024,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-577,Advanced Theory of Automata,CT-491,Operating System
Fatima Mir,CT-25279279,2025,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Fatima Khan,CT-25279280,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-530,Data Mining,CT-491,Operating System
Zain Mir,CT-25279281,2025,MS in Data Science,CT-530,Data Mining,CT-562,Machine Learning,,
Ayesha Butt,CT-24279282,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Ahmed Butt,CT-25279283,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-534,Software Quality Assurance,CT-494,Introduction to Databases
Dua Raza,CT-25279284,2025,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-534,Software Quality Assurance,,
Dua Butt,CT-25279285,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-577,Advanced Theory of Automata,CT-491,Operating System
Maryam Siddiqui,CT-25279286,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-511,Information System Development Methodologies,CT-491,Operating System
Fatima Siddiqui,CT-25279287,2025,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-501,Software Project Management,,
Dua Butt,CT-24279288,2024,MS in Data Science,CT-524,Knowledge Based System,CT-562,Machine Learning,CT-492,Object Oriented Programming
Dua Ahmed,CT-24279289,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-577,Advanced Theory of Automata,CT-491,Operating System
Mubashir Raza,CT-25279290,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-528,Advance Database Techniques,CT-492,Object Oriented Programming
Fatima Shah,CT-24279291,2024,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-542,Information Security Management,,
Ahmed Shah,CT-24279292,2024,MS in Data Science,CT-562,Machine Learning,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Ahmed Raza,CT-24279293,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-542,Information Security Management,CT-493,Data Structure and Algorithm Design
Zohaib Siddiqui,CT-24279294,2024,MS in Data Science,CT-525,Modeling & Simulation,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Usman Ahmed,CT-24279295,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-511,Information System Development Methodologies,CT-491,Operating System
Dua Khan,CT-25279296,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-528,Advance Database Techniques,,
Dua Shah,CT-25279297,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hussain Siddiqui,CT-25279298,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Zain Raza,CT-24279299,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Mubashir Khan,CT-24279300,2024,MS in Information Security,CT-575,Cryptography,CT-541,Network Security,CT-494,Introduction to Databases
Zain Raza,CT-25279301,2025,MS in Information Security,CT-555,Cloud Security,CT-544,Cyber Crimes and Security,CT-494,Introduction to Databases
Ali Shah,CT-25279302,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Ahmed Raza,CT-24279303,2024,MS in Information Security,CT-554,Ethical Hacking,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Hamza Mir,CT-25279304,2025,MS in Information Security,CT-541,Network Security,CT-551,Fault Tolerance and Reliability,CT-494,Introduction to Databases
Ahmed Butt,CT-25279305,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-501,Software Project Management,,
Ali Raza,CT-24279306,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-492,Object Oriented Programming
Ayesha Khan,CT-25279307,2025,MS in Data Science,CT-530,Data Mining,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Hassan Khan,CT-24279308,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Dua Siddiqui,CT-25279309,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-581,Statistics & Probability for Data Science,CT-494,Introduction to Databases
Amna Siddiqui,CT-24279310,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-530,Data Mining,,
Ahmed Shah,CT-24279311,2024,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-513,Quality Information System,CT-491,Operating System
Bilal Shah,CT-24279312,2024,MS in Information Security,CT-541,Network Security,CT-543,Database Security,,
Ahmed Shah,CT-25279313,2025,MS in Information Security,CT-543,Database Security,CT-555,Cloud Security,,
Ayesha Butt,CT-24279314,2024,MS in Data Science,CT-530,Data Mining,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Maryam Raza,CT-25279315,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-527,Image processing & Computer Vision,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Khan,CT-24279316,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-534,Software Quality Assurance,CT-491,Operating System
Bilal Shah,CT-25279317,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-553,Emerging Trends in Information Security 3,CT-494,Introduction to Databases
Mubashir Raza,CT-25279318,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-512,Principles of Marketing,,
Bilal Shah,CT-24279319,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Hamza Mir,CT-25279320,2025,MS in Data Science,CT-524,Knowledge Based System,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Usman Mir,CT-24279321,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-575,Cryptography,,
Ahmed Shah,CT-24279322,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-559,Artificial Neural Networks,,
Zain Mir,CT-24279323,2024,MS in Information Security,CT-555,Cloud Security,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Bilal Khan,CT-24279324,2024,MS in Information Security,CT-555,Cloud Security,CT-541,Network Security,CT-493,Data Structure and Algorithm Design
Maryam Khan,CT-25279325,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5012,Emerging Trends in Remote Sensing & GIS,,
Hussain Khan,CT-24279326,2024,MS in Data Science,CT-559,Artificial Neural Networks,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Ali Butt,CT-24279327,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Sara Siddiqui,CT-24279328,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Ahmed Khan,CT-24279329,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-516,Multimedia Communications,CT-494,Introduction to Databases
Zohaib Butt,CT-25279330,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-5005,Spatial Decision Support Systems,CT-495,Fundamentals of Remote Sensing and GIS
Hussain Butt,CT-25279331,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-527,Image processing & Computer Vision,CT-495,Fundamentals of Remote Sensing and GIS
Zohaib Khan,CT-24279332,2024,MS in Data Science,CT-562,Machine Learning,CT-524,Knowledge Based System,,
Fatima Khan,CT-25279333,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-562,Machine Learning,CT-495,Fundamentals of Remote Sensing and GIS
Ahmed Khan,CT-24279334,2024,MS in Information Security,CT-542,Information Security Management,CT-544,Cyber Crimes and Security,,
Hussain Siddiqui,CT-25279335,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-543,Database Security,CT-493,Data Structure and Algorithm Design
Hussain Ahmed,CT-25279336,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Ayesha Raza,CT-25279337,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-525,Modeling & Simulation,CT-493,Data Structure and Algorithm Design
Mubashir Mir,CT-24279338,2024,MS in Information Security,CT-554,Ethical Hacking,CT-551,Fault Tolerance and Reliability,CT-493,Data Structure and Algorithm Design
Sara Ahmed,CT-25279339,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Ahmed Butt,CT-24279340,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-506,Advanced Analysis of Algorithms,CT-494,Introduction to Databases
Hassan Raza,CT-25279341,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-554,Ethical Hacking,CT-493,Data Structure and Algorithm Design
Ali Ahmed,CT-24279342,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-562,Machine Learning,CT-492,Object Oriented Programming
Mubashir Butt,CT-25279343,2025,MS in Information Security,CT-542,Information Security Management,CT-543,Database Security,CT-493,Data Structure and Algorithm Design
Sara Shah,CT-24279344,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-5007,Web GIS,CT-495,Fundamentals of Remote Sensing and GIS
Ali Ahmed,CT-24279345,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-554,Ethical Hacking,,
Hassan Butt,CT-24279346,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-530,Data Mining,,
Ayesha Shah,CT-25279347,2025,MS in Data Science,CT-524,Knowledge Based System,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Zain Ahmed,CT-25279348,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hassan Raza,CT-25279349,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-523,Fuzzy Control & Neural Networks,CT-491,Operating System
Dua Siddiqui,CT-25279350,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Dua Ahmed,CT-25279351,2025,MS in Information Security,CT-555,Cloud Security,CT-551,Fault Tolerance and Reliability,,
Fatima Mir,CT-24279352,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-511,Information System Development Methodologies,CT-491,Operating System
Mubashir Ahmed,CT-24279353,2024,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-530,Data Mining,CT-491,Operating System
Zain Siddiqui,CT-25279354,2025,MS in Information Security,CT-541,Network Security,CT-554,Ethical Hacking,CT-494,Introduction to Databases
Fatima Mir,CT-25279355,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-581,Statistics & Probability for Data Science,,
Maryam Mir,CT-24279356,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-526,Logic Programming,CT-491,Operating System
Ahmed Ahmed,CT-24279357,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Usman Raza,CT-24279358,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,CT-495,Fundamentals of Remote Sensing and GIS
Dua Butt,CT-24279359,2024,MS in Information Security,CT-541,Network Security,CT-555,Cloud Security,,
Dua Butt,CT-24279360,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-581,Statistics & Probability for Data Science,,
Fatima Siddiqui,CT-25279361,2025,MS in Information Security,CT-543,Database Security,CT-554,Ethical Hacking,CT-494,Introduction to Databases
Amna Ahmed,CT-24279362,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-530,Data Mining,,
Sara Butt,CT-25279363,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-544,Cyber Crimes and Security,,
Dua Khan,CT-24279364,2024,MS in Data Science,CT-524,Knowledge Based System,CT-562,Machine Learning,CT-492,Object Oriented Programming
Ayesha Butt,CT-24279365,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-562,Machine Learning,,
Amna Mir,CT-24279366,2024,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Ali Ahmed,CT-24279367,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Zain Mir,CT-25279368,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-577,Advanced Theory of Automata,CT-491,Operating System
Zohaib Butt,CT-25279369,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hamza Ahmed,CT-25279370,2025,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Dua Raza,CT-24279371,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-530,Data Mining,,
Dua Butt,CT-25279372,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-529,Object Oriented Databases,,
Ayesha Siddiqui,CT-24279373,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-534,Software Quality Assurance,,
Zohaib Siddiqui,CT-25279374,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-534,Software Quality Assurance,CT-491,Operating System
Dua Siddiqui,CT-24279375,2024,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5011,GIS for Emergency Management,,
Zain Ahmed,CT-24279376,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-581,Statistics & Probability for Data Science,CT-494,Introduction to Databases
Zain Siddiqui,CT-24279377,2024,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-562,Machine Learning,,
Ayesha Raza,CT-24279378,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-523,Fuzzy Control & Neural Networks,,
Ahmed Mir,CT-25279379,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Ali Raza,CT-25279380,2025,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-534,Software Quality Assurance,,
Zain Mir,CT-24279381,2024,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5007,Web GIS,CT-494,Introduction to Databases
Zohaib Ahmed,CT-24279382,2024,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-530,Data Mining,CT-494,Introduction to Databases
Ahmed Raza,CT-25279383,2025,MS in Information Security,CT-542,Information Security Management,CT-553,Emerging Trends in Information Security 3,,
